"","caseid","region","gender","educ","edloan","race","hispanic","employ","marstat","pid7","ideo5","pew_religimp","newsint","faminc_new","union","investor","CC18_308a","CC18_310a","CC18_310b","CC18_310c","CC18_310d","CC18_325a","CC18_325b","CC18_325c","CC18_325d"
"528",417831371,4,1,5,2,3,2,1,1,4,3,4,1,10,2,1,2,3,3,3,2,1,2,2,1
"529",411997070,2,2,3,1,1,2,5,1,7,5,1,1,6,3,2,1,2,3,2,3,1,1,1,1
"530",412335096,3,1,2,2,1,2,5,3,5,4,2,1,2,2,2,2,3,3,3,3,1,1,1,1
"531",414228010,3,1,2,2,1,2,5,1,1,4,2,2,4,3,1,4,2,3,2,5,2,2,1,2
"532",415927244,1,1,5,2,1,2,1,5,5,4,1,2,5,3,1,2,3,3,5,5,1,2,2,1
"533",412221321,3,2,2,2,1,2,2,1,6,3,2,2,6,3,2,2,2,2,2,2,1,1,1,1
"534",413785356,4,2,3,1,1,1,1,1,7,4,3,1,9,1,2,2,3,3,3,5,2,2,2,1
"535",412306909,2,1,2,2,1,2,5,1,4,2,4,1,4,3,2,4,2,3,2,5,2,1,1,1
"536",413072270,2,2,2,2,1,2,5,1,1,2,3,1,2,2,1,4,2,3,3,2,2,1,1,1
"537",414726069,1,1,2,2,1,2,5,4,5,4,2,2,7,3,1,1,2,3,3,3,1,1,1,1
"538",419157756,4,2,1,2,3,2,1,1,1,3,2,2,2,3,2,3,2,5,5,3,2,1,2,1
"539",412300386,3,2,3,2,1,2,1,1,1,1,3,1,5,3,1,4,2,2,2,2,2,1,1,1
"540",410941245,4,1,5,2,1,2,1,1,1,1,4,1,11,3,1,4,3,3,3,3,2,2,2,2
"541",420139947,3,1,6,2,1,2,1,1,3,3,1,1,13,3,1,4,2,2,2,2,2,2,2,1
"542",412286417,3,2,3,2,1,2,5,3,5,5,1,2,3,3,1,2,2,5,2,2,1,1,1,1
"543",419248510,4,2,4,2,2,2,1,5,3,2,1,1,5,3,1,4,5,3,5,5,2,1,1,1
"544",411632326,4,1,2,2,2,2,1,3,5,5,1,1,5,3,2,1,2,2,2,2,1,2,2,1
"545",417613667,2,1,3,2,6,2,5,5,1,4,1,2,4,1,1,2,2,3,2,3,1,1,2,1
"546",415540527,1,1,5,2,2,2,1,5,4,3,4,1,8,1,1,1,3,3,3,3,1,2,2,1
"547",412339627,1,2,5,1,2,2,1,3,3,5,1,2,4,2,2,2,3,3,2,3,1,1,2,1
"548",418063655,2,1,3,2,1,2,1,1,5,5,1,1,10,1,1,1,5,3,2,2,1,1,1,1
"549",411332246,3,1,6,2,1,2,5,1,7,5,2,1,6,2,1,3,2,2,2,2,1,1,1,1
"550",414366825,3,2,2,2,2,2,7,1,1,1,4,2,6,3,2,4,2,2,2,2,2,1,2,2
"551",412924762,4,2,2,1,1,2,4,5,7,4,1,1,8,3,2,2,3,3,3,3,1,2,2,2
"552",412364351,4,2,6,1,1,2,1,3,1,2,3,1,8,1,1,4,3,3,3,3,2,1,1,1
"553",412002664,1,1,6,2,1,2,1,1,3,1,4,1,10,2,1,4,3,3,3,3,2,1,1,2
"554",410598240,2,1,4,2,1,2,5,1,4,3,2,1,7,3,1,2,2,2,2,2,1,1,1,1
"555",413109095,2,2,6,1,1,2,1,6,4,3,4,4,9,1,2,2,2,5,5,5,2,1,1,1
"556",412297643,2,2,6,1,1,2,1,5,2,1,4,1,6,2,1,4,2,3,3,3,2,2,2,1
"557",420136383,2,2,5,2,1,2,1,5,7,3,3,1,9,1,2,2,2,3,3,2,1,1,1,1
"558",416247510,3,2,2,2,1,2,5,1,7,5,1,1,5,3,2,1,2,3,2,2,1,1,1,1
"559",414321712,3,2,2,2,1,2,1,1,7,5,1,3,11,3,2,1,2,5,5,5,1,1,2,1
"560",412951766,4,1,3,2,1,2,1,1,7,5,1,1,5,3,2,1,3,3,3,3,1,2,2,1
"561",415308143,4,2,6,2,1,2,7,1,4,3,1,1,15,3,1,4,2,2,2,2,1,2,2,1
"562",412222344,2,1,6,2,1,2,1,1,1,1,3,1,9,2,1,4,2,2,2,2,2,2,2,1
"563",418252030,1,1,6,2,1,2,1,1,1,1,4,1,10,1,1,4,3,3,3,3,2,2,2,1
"564",410692096,1,2,3,1,1,2,2,5,7,5,1,1,5,3,2,1,3,3,2,3,1,1,1,1
"565",412003389,3,2,5,2,7,2,5,4,1,1,3,1,10,1,1,4,2,2,2,2,2,2,2,1
"566",417081402,1,1,4,2,1,2,5,1,1,1,4,1,12,2,1,4,3,3,2,2,2,2,2,1
"567",417836401,2,1,3,2,1,2,5,3,5,3,2,1,2,3,1,1,2,3,3,3,1,2,2,1
"568",410922896,2,1,6,2,1,2,5,1,1,1,4,1,9,1,1,4,2,2,2,2,2,2,2,2
"569",412262917,4,1,5,1,1,2,1,1,5,5,1,2,3,3,2,2,2,2,2,2,1,2,2,2
"570",412275885,2,1,5,2,1,2,1,1,5,5,1,1,11,3,1,1,2,2,3,3,1,2,2,1
"571",412299630,1,1,6,2,1,2,5,5,4,4,4,1,8,3,1,2,3,3,3,2,1,1,1,1
"572",414451062,4,1,3,2,3,2,5,3,5,4,2,2,4,1,1,2,2,2,2,2,1,1,1,1
"573",416547815,1,2,5,1,1,1,1,1,2,3,1,1,11,1,1,2,3,3,5,5,1,1,1,2
"574",415611704,4,2,5,2,4,2,1,1,1,4,2,4,7,1,1,4,3,5,3,3,2,1,1,2
"575",412291429,4,2,3,2,1,2,5,1,5,3,1,1,7,3,2,1,5,5,3,2,1,1,1,1
"576",414368413,3,2,5,1,2,2,1,5,1,2,3,1,5,3,2,4,2,3,2,3,2,2,2,2
"577",410944680,3,1,5,2,1,2,5,1,7,4,1,1,8,3,1,1,2,2,2,2,1,1,1,2
"578",413095128,3,1,5,2,2,2,9,1,1,2,1,1,6,3,2,4,3,2,2,3,2,1,1,1
"579",417841135,3,2,2,1,1,2,7,1,4,3,1,4,5,3,2,2,2,2,2,2,2,2,1,2
"580",413510145,1,2,1,2,1,2,2,5,1,1,4,2,11,3,2,4,3,5,3,1,1,1,2,2
"581",411994727,3,1,5,2,1,2,5,1,3,3,3,1,4,3,2,4,2,3,2,2,2,1,1,1
"582",412916702,1,2,3,1,1,2,4,1,1,2,1,1,4,3,2,4,1,2,5,3,2,2,1,2
"583",418063607,3,1,6,2,1,2,5,1,6,5,3,1,12,3,1,1,2,2,2,2,1,2,1,1
"584",410909264,3,2,3,2,1,2,7,1,4,3,2,3,4,3,2,3,2,2,2,2,2,1,2,2
"585",415285663,2,2,3,2,1,2,7,5,6,5,1,2,3,3,2,2,2,5,3,5,1,1,1,1
"586",414253039,3,2,2,2,1,2,5,3,1,2,1,2,5,3,2,4,2,3,2,5,2,2,1,1
"587",417178263,2,2,2,2,1,2,7,1,7,5,1,1,3,2,2,1,2,3,5,2,1,2,2,1
"588",412982476,1,1,5,2,1,2,1,5,1,1,4,1,5,1,2,4,3,3,3,2,2,2,2,2
"589",415789775,4,2,3,2,6,1,1,6,4,3,1,2,9,3,2,4,3,3,3,5,2,2,1,1
"590",415711884,2,2,5,2,1,2,1,1,1,2,1,1,8,3,1,4,2,2,3,3,2,1,2,2
"591",412406086,3,2,2,2,1,2,5,1,7,5,1,2,5,3,2,1,2,2,2,2,1,1,1,1
"592",412387309,1,2,3,1,1,2,5,4,1,2,3,1,8,1,1,4,3,3,3,2,2,1,1,1
"593",413013793,3,2,2,2,1,2,1,1,3,1,2,1,5,3,2,4,2,3,2,3,2,1,2,1
"594",410765985,3,2,5,1,2,2,1,1,1,3,2,2,9,3,1,4,1,1,1,1,2,1,2,1
"595",420153324,1,2,3,2,1,2,1,5,6,3,2,1,7,3,1,1,3,3,2,3,1,1,1,1
"596",417570867,1,1,5,2,1,2,1,5,1,1,4,1,10,3,1,4,2,5,3,3,2,1,1,1
"597",416686618,4,2,5,1,1,2,1,1,1,3,4,3,10,3,2,4,2,2,2,2,1,1,1,1
"598",416395512,1,1,3,1,2,2,1,1,2,3,3,2,9,2,1,4,3,3,5,3,2,1,1,1
"599",417077665,3,1,3,2,3,2,1,1,6,4,1,1,8,2,1,3,2,2,2,2,1,2,1,1
"600",412979463,3,2,6,1,2,2,1,6,2,3,1,4,7,3,1,4,3,2,2,2,2,2,2,2
"601",415213627,4,2,5,1,1,2,1,5,1,1,4,1,5,3,1,4,3,3,3,2,2,1,1,1
"602",411891143,4,1,5,2,7,2,1,5,4,3,1,1,6,3,1,1,3,3,3,3,1,1,2,1
"603",415208515,2,2,5,1,1,2,1,6,1,2,4,2,5,3,1,4,3,3,3,3,2,2,2,2
"604",413059111,1,2,6,1,1,2,2,1,1,1,2,2,11,2,1,4,3,3,2,2,2,2,2,2
"605",412348722,1,2,5,1,1,2,1,1,6,3,3,1,12,3,2,4,3,3,3,3,2,1,1,1
"606",412903375,3,2,3,2,1,2,8,5,1,2,4,1,11,3,2,4,2,3,3,3,2,1,2,1
"607",412871676,2,1,5,2,1,2,1,1,6,3,4,1,9,1,1,4,2,2,2,2,2,1,2,1
"608",412282571,3,1,2,2,1,2,5,3,7,5,1,1,4,1,2,1,2,3,2,2,1,1,2,1
"609",412976130,1,1,2,2,1,2,5,1,5,4,2,1,6,2,1,1,2,3,3,3,1,1,1,1
"610",413002748,3,1,3,2,2,2,2,1,1,2,3,2,3,3,2,4,2,2,2,3,2,1,2,2
"611",419490444,2,1,5,1,3,2,1,1,3,3,4,2,11,3,2,4,2,3,3,3,2,2,2,1
"612",414342125,3,2,6,2,1,2,2,5,1,1,4,1,2,3,2,4,2,2,4,2,2,2,1,1
"613",412984256,3,2,5,2,1,2,1,1,6,2,1,3,7,3,1,3,2,2,5,2,2,1,1,1
"614",414128106,3,1,3,2,1,2,1,1,5,4,2,3,5,3,2,2,2,2,2,1,1,1,1,1
"615",414566881,3,2,5,2,3,2,8,5,1,2,1,1,3,3,2,4,2,2,2,3,2,1,2,1
"616",412298180,4,2,4,2,1,2,5,5,1,5,2,2,4,2,2,4,2,3,3,2,2,2,2,1
"617",412924305,3,1,4,2,1,2,6,3,1,2,3,1,3,3,2,4,3,3,3,3,2,2,2,1
"618",412355892,3,2,3,2,1,2,5,1,1,2,1,1,2,2,2,4,2,2,2,2,2,2,2,1
"619",415235609,4,1,2,2,1,2,1,5,6,3,4,1,6,3,1,1,2,2,2,2,1,2,2,1
"620",413987858,1,2,2,2,1,2,1,1,1,2,1,2,9,3,1,4,3,3,2,2,2,2,2,1
"621",418113104,3,1,3,2,1,2,2,5,3,1,3,1,3,3,2,4,2,5,2,5,1,1,1,2
"622",412954354,4,2,3,2,1,2,7,1,2,3,1,2,5,3,2,3,3,5,3,3,2,1,2,1
"623",418065405,4,1,3,2,7,2,5,1,5,5,1,1,5,3,2,1,2,2,2,2,1,2,2,1
"624",420122456,2,1,5,2,1,2,5,1,1,2,4,1,11,2,1,4,2,3,3,3,2,2,2,1
"625",412518754,3,1,2,2,1,2,5,1,7,5,1,1,4,3,2,1,2,3,2,5,1,1,1,1
"626",415437539,3,1,4,2,3,2,1,1,3,2,3,1,6,3,2,4,2,2,2,3,2,1,2,1
"627",415418606,1,2,1,2,1,2,7,4,4,3,2,4,1,3,2,4,5,5,5,5,2,1,1,2
"628",415730095,3,1,2,2,1,2,5,4,1,3,3,1,5,2,2,4,2,3,2,2,2,1,1,2
"629",414227418,4,1,3,2,2,2,3,5,4,3,4,3,1,3,2,4,3,3,3,3,2,2,1,2
"630",412991669,1,2,5,1,5,2,1,3,7,4,1,1,5,2,1,1,2,3,3,3,1,1,2,1
"631",417081426,2,1,5,2,1,2,5,1,1,2,4,1,9,3,2,4,2,3,3,2,2,2,2,1
"632",419595780,3,2,3,1,5,2,1,5,1,2,2,1,4,3,2,4,2,2,2,2,2,2,2,1
"633",412348350,2,1,3,2,1,2,1,3,4,4,1,1,9,1,1,2,3,3,3,3,1,1,2,1
"634",414156220,1,1,5,1,3,2,1,1,2,2,2,2,9,1,1,3,3,3,3,3,2,1,2,1
"635",419696374,3,2,3,2,1,2,5,4,7,4,2,1,3,2,1,1,2,3,2,2,1,1,1,1
"636",412289834,4,2,5,2,1,2,5,1,1,1,4,1,9,2,2,4,3,3,3,3,2,2,2,2
"637",412243811,3,2,2,2,1,2,5,4,1,2,3,2,5,2,2,4,2,3,2,5,2,1,1,1
"638",417838062,4,1,6,2,1,2,5,1,1,1,3,1,5,3,1,4,2,2,2,2,2,1,2,1
"639",412298138,4,1,6,2,1,2,5,1,3,3,4,1,12,2,1,4,3,3,3,2,2,1,2,1
"640",414191235,2,1,2,2,1,2,1,3,2,5,2,3,9,1,2,4,2,5,3,2,2,1,2,1
"641",418249805,2,1,6,2,1,2,2,1,1,2,2,1,9,3,1,4,2,2,2,2,2,2,2,1
"642",412052437,3,1,4,2,1,2,5,1,7,5,1,1,4,2,2,1,2,2,2,2,1,1,2,1
"643",412874712,3,2,3,2,1,2,2,1,1,1,4,3,5,3,2,4,2,3,2,5,2,1,2,2
"644",416260361,4,2,6,2,4,2,1,5,2,2,2,2,7,3,1,2,3,3,3,5,2,2,2,2
"645",414481621,1,1,2,2,1,2,1,6,1,3,2,2,7,3,2,4,5,3,3,5,2,1,2,1
"646",414200927,4,1,2,2,1,2,1,1,4,3,4,4,9,3,2,1,2,3,2,2,1,1,1,1
"647",411724232,2,2,3,2,1,2,5,1,7,3,1,2,4,3,2,1,3,5,3,2,2,1,1,1
"648",413221557,4,2,2,2,1,2,8,5,1,1,4,2,4,3,2,4,5,5,3,2,2,1,1,2
"649",413056145,2,1,5,2,1,2,1,3,5,5,3,1,9,1,1,1,2,2,2,2,1,2,1,1
"650",414290551,4,2,2,2,1,2,6,6,1,1,4,1,6,2,2,4,3,3,3,2,2,2,2,1
"651",416452513,1,1,2,2,1,2,6,6,7,4,2,1,5,2,2,1,3,3,2,3,1,2,1,1
"652",410813470,3,1,4,2,1,2,2,1,5,4,1,2,6,3,1,2,2,5,2,5,1,1,2,1
"653",415339032,4,2,2,2,3,2,7,1,1,3,1,3,2,3,2,4,3,2,5,2,2,1,2,1
"654",412334272,3,2,6,2,1,2,2,1,1,3,2,1,12,1,1,4,2,2,2,3,2,2,2,1
"655",412345940,2,1,6,1,1,2,1,1,1,2,4,1,11,3,1,4,2,3,3,2,2,2,2,1
"656",420156492,4,2,6,1,1,2,1,5,7,5,1,1,4,1,2,1,3,3,3,3,1,1,1,1
"657",413674352,4,1,2,2,1,2,5,1,7,5,3,1,6,3,1,1,2,2,2,2,1,1,1,1
"658",416277978,3,1,5,2,1,2,1,5,1,1,3,1,5,3,1,4,2,3,2,2,2,2,2,1
"659",412275456,1,1,5,2,1,2,5,1,1,3,3,1,7,3,1,4,3,3,2,2,2,1,2,1
"660",414704723,2,2,4,1,1,2,7,1,4,3,1,1,3,3,2,2,2,2,3,3,1,1,2,1
"661",412894665,1,2,6,2,1,2,2,1,2,3,4,1,6,2,1,4,3,3,3,3,2,1,2,1
"662",412297908,2,2,2,2,1,2,7,1,1,2,2,2,9,3,1,3,3,3,1,2,2,2,2,1
"663",412386158,4,2,2,2,1,2,6,2,2,2,3,2,5,3,2,4,2,3,2,3,2,1,2,1
"664",414864413,3,2,3,1,2,2,1,6,2,3,3,2,9,3,2,4,3,3,3,5,2,1,1,1
"665",416187350,1,1,5,2,1,2,1,1,4,4,3,1,7,3,2,1,2,3,3,3,1,1,1,1
"666",412893015,3,2,4,2,2,2,2,5,1,2,2,1,8,3,2,4,2,3,2,5,1,1,1,2
"667",412297833,2,2,3,1,1,2,1,3,7,5,3,1,4,3,2,1,2,3,5,5,1,1,1,1
"668",414877622,1,1,5,1,3,2,2,5,1,2,4,1,1,2,2,4,3,3,3,3,2,2,2,1
"669",417617997,1,1,4,2,1,2,1,5,7,3,2,1,10,3,1,1,3,3,3,3,1,1,1,1
"670",412978406,1,1,3,2,1,2,5,1,2,4,3,2,9,1,1,2,3,3,5,5,2,2,2,1
"671",414165557,4,1,1,2,3,2,1,6,7,5,2,1,5,3,1,1,3,3,3,5,1,1,2,1
"672",412278056,3,2,5,2,1,2,5,5,1,2,2,1,4,3,1,4,2,3,2,3,2,2,2,1
"673",412340710,2,2,2,2,1,2,5,4,6,3,3,2,3,2,2,2,2,2,3,2,1,1,1,1
"674",417006676,1,1,5,2,1,2,1,1,7,4,1,2,8,2,1,2,3,3,3,2,1,1,1,1
"675",417079551,4,1,4,2,1,2,5,1,3,2,4,1,4,2,1,4,3,3,3,3,2,2,2,1
"676",412305704,2,2,6,1,1,2,1,3,2,3,1,4,8,3,1,4,5,5,5,5,2,1,1,1
"677",412317336,4,2,2,2,1,2,7,1,5,4,1,2,5,3,2,4,3,2,3,5,1,1,1,1
"678",416383420,2,1,2,2,1,2,5,1,1,2,2,2,5,2,1,4,2,2,2,2,1,1,1,1
"679",415983266,1,1,2,2,4,2,4,5,3,3,4,4,3,3,2,4,5,3,5,1,1,1,1,2
"680",417352250,4,1,4,2,1,2,1,1,1,5,4,2,9,3,2,4,3,3,3,3,2,2,2,1
"681",414785656,3,1,2,1,2,2,1,5,2,3,1,4,4,3,2,2,2,3,2,2,1,1,2,2
"682",411992681,4,1,6,2,1,2,5,1,1,2,1,1,10,1,2,4,3,3,3,3,2,2,2,1
"683",414366698,3,2,4,2,1,2,1,5,6,5,2,2,10,3,2,2,2,5,2,5,1,1,1,1
"684",420238514,3,1,6,2,1,2,5,1,5,4,1,2,11,3,1,3,2,2,2,2,2,1,1,1
"685",417077668,3,1,6,2,3,2,1,1,1,2,1,1,8,3,2,4,2,2,2,3,2,2,2,1
"686",415451404,3,2,5,2,1,2,1,5,6,3,1,2,6,3,1,2,1,1,1,2,1,1,2,1
"687",415028417,4,2,5,2,1,2,1,5,2,2,4,3,4,2,2,4,5,5,5,5,2,2,2,2
"688",415332447,2,1,3,2,1,2,9,1,7,4,3,2,3,3,2,1,2,3,3,2,1,1,2,1
"689",419001064,1,1,5,2,1,2,1,6,1,1,4,1,7,3,1,4,3,3,3,3,2,1,2,1
"690",413291223,2,2,2,1,1,2,5,1,1,2,1,1,7,3,1,4,2,2,3,2,1,1,1,1
"691",413966837,3,2,2,2,1,2,9,1,1,1,4,1,4,3,2,4,2,2,2,2,2,2,2,2
"692",414316609,3,2,2,2,1,2,2,3,5,3,4,2,2,3,2,2,2,5,3,5,1,1,1,2
"693",417836192,3,1,6,2,1,2,1,1,2,2,1,1,6,2,2,4,2,2,2,2,2,1,1,2
"694",417316773,3,1,3,2,1,2,1,1,6,4,4,2,6,3,1,2,5,5,5,5,2,2,1,1
"695",420311788,2,1,3,1,1,2,4,5,3,1,1,1,3,3,2,4,2,2,3,3,2,1,2,2
"696",413550039,3,1,6,2,1,2,2,1,7,3,2,1,7,2,2,1,2,3,2,2,1,1,1,1
"697",413829420,3,1,3,2,1,2,5,5,6,3,3,2,5,2,2,2,2,3,2,3,1,1,1,1
"698",412323912,3,1,5,2,1,2,1,5,1,2,2,1,7,3,1,4,2,2,2,2,2,2,2,2
"699",413409469,3,2,5,2,6,2,1,1,4,4,1,1,9,3,1,1,2,2,2,2,1,1,1,1
"700",412355929,2,2,4,1,1,2,1,5,1,3,4,1,5,3,2,4,5,5,5,5,2,2,2,2
"701",413784765,3,2,4,1,1,2,6,3,1,1,4,2,4,3,2,4,2,2,2,2,2,2,2,1
"702",414044676,1,2,6,1,1,2,7,1,3,1,4,2,8,2,1,4,2,3,3,3,2,2,1,1
"703",412662714,1,2,3,2,1,2,1,1,6,4,1,2,7,3,1,1,2,5,2,3,2,2,1,2
"704",412507803,1,1,6,1,4,2,1,5,2,3,2,1,9,3,2,4,3,3,2,2,2,2,2,1
"705",414601662,4,2,6,2,6,1,1,6,3,2,3,3,4,3,1,4,3,3,3,3,2,2,2,1
"706",417079909,1,1,6,2,1,2,5,1,5,4,3,1,10,3,1,1,2,3,3,3,1,1,1,1
"707",415961779,3,1,6,2,2,2,1,4,1,4,1,1,10,3,1,4,2,2,2,2,1,1,1,1
"708",412874176,3,1,3,2,1,2,6,5,6,2,2,1,2,2,1,1,2,2,3,3,1,2,2,1
"709",414127167,1,1,2,2,1,2,8,5,7,5,1,4,1,3,2,1,3,3,3,3,1,1,1,1
"710",412334265,4,2,5,2,1,2,5,3,1,1,4,1,3,3,1,4,3,3,2,2,2,1,2,1
"711",416407500,3,1,5,1,1,2,1,1,6,3,2,2,10,3,2,2,2,3,2,2,1,1,2,1
"712",412422471,1,1,3,2,1,2,6,1,2,3,2,2,10,3,2,4,2,4,2,3,2,2,2,1
"713",413021004,3,2,2,2,1,2,4,4,4,5,1,2,2,3,2,1,2,2,2,3,2,1,1,1
"714",416132023,2,2,1,2,3,2,6,3,4,3,1,4,3,3,2,4,4,4,4,4,1,1,1,1
"715",420137004,2,1,5,1,1,2,2,5,1,2,4,1,12,3,1,4,3,3,3,2,2,1,2,2
"716",413932320,2,2,2,2,1,2,7,1,6,3,3,2,2,3,2,2,3,3,2,2,1,1,1,1
"717",417834831,4,1,6,2,1,2,1,1,3,2,2,1,12,3,2,2,3,5,5,5,1,2,2,1
"718",420127425,3,2,6,1,1,2,1,3,5,3,2,1,9,3,1,2,3,3,3,2,2,1,1,1
"719",413443334,4,1,1,2,1,2,1,1,5,3,2,1,10,3,1,1,3,3,3,3,1,1,1,1
"720",412240402,3,2,6,2,1,2,5,5,1,1,1,1,4,2,1,4,2,3,2,2,1,2,2,1
"721",418249204,3,1,6,2,1,2,1,2,1,1,4,1,6,3,1,4,2,2,2,3,2,2,1,2
"722",413487858,1,2,5,1,2,2,1,5,2,1,4,2,1,3,1,4,1,1,3,1,2,2,1,1
"723",412275152,4,2,5,2,1,2,5,1,1,1,2,1,4,3,1,4,3,3,3,3,2,1,1,1
"724",412411645,3,2,4,2,1,2,1,1,6,4,1,4,6,3,2,2,2,5,5,5,1,1,1,1
"725",415710745,1,2,5,2,1,2,6,5,2,3,1,1,8,1,2,4,3,3,3,2,2,2,2,2
"726",412416456,2,1,5,2,1,2,1,1,7,5,1,1,6,2,1,1,2,3,2,2,1,2,2,1
"727",412415683,3,1,3,2,1,2,2,3,2,3,2,2,3,3,2,2,2,2,2,3,1,1,1,1
"728",414355014,3,2,1,2,1,2,7,4,1,2,4,2,1,3,2,4,2,2,5,2,2,2,2,1
"729",411688667,3,2,5,2,1,2,2,1,1,1,1,1,6,3,1,4,2,2,2,2,1,1,2,1
"730",414147140,3,2,3,1,1,2,8,5,6,4,2,3,3,3,2,2,2,5,2,5,2,2,2,2
"731",415217858,4,1,6,2,6,2,1,1,4,3,2,2,6,3,2,4,3,3,3,2,2,2,1,1
"732",414290451,1,2,1,2,1,2,5,3,1,4,1,3,1,3,2,1,4,5,5,4,1,2,2,2
"733",413594979,3,1,5,1,1,2,1,5,1,2,3,1,7,2,2,4,2,3,3,3,2,2,2,1
"734",413602073,3,2,6,1,1,2,5,1,1,2,4,1,15,2,1,4,2,2,2,2,2,1,2,1
"735",417619537,3,1,6,2,1,2,9,1,7,5,1,1,12,1,1,1,2,2,2,2,1,2,1,1
"736",416104883,3,2,6,2,4,2,1,1,1,1,4,4,13,3,2,4,5,3,3,3,2,2,2,1
"737",414255549,3,2,2,2,1,2,7,1,6,3,4,2,5,3,1,2,2,3,2,3,2,1,2,1
"738",417834343,4,1,6,2,1,2,1,1,7,4,2,1,12,3,1,1,3,2,3,2,1,1,1,1
"739",412012229,3,2,5,2,4,2,7,1,1,2,1,3,2,3,2,2,5,5,5,5,1,1,1,2
"740",412391618,2,2,6,1,1,2,1,1,1,3,1,1,11,1,2,4,2,3,3,2,1,1,2,1
"741",420149660,2,2,6,2,1,2,2,1,1,1,4,4,8,2,1,4,5,5,5,5,2,1,2,1
"742",417182884,2,2,2,2,1,2,5,4,4,3,1,4,4,3,1,1,5,5,5,3,2,1,1,1
"743",417619297,3,1,3,2,1,2,5,1,1,3,1,1,8,3,1,4,2,2,2,2,2,2,2,1
"744",412308000,3,2,3,2,1,2,5,1,3,3,1,2,4,3,2,3,2,3,2,2,2,1,1,1
"745",414598038,3,2,2,2,2,2,7,1,1,3,1,2,2,3,2,4,5,5,5,3,2,2,2,2
"746",414739136,1,1,2,2,1,2,5,1,7,4,1,2,5,2,1,1,3,3,3,5,1,1,2,1
"747",414255469,1,2,3,1,1,2,7,1,1,1,4,4,3,3,2,4,3,5,5,5,2,1,1,1
"748",418064424,3,1,5,2,1,2,1,1,5,4,1,1,13,3,1,1,2,2,2,2,1,2,1,1
"749",414195744,2,1,2,2,1,2,6,5,7,4,2,3,3,3,2,2,2,2,3,2,1,1,1,1
"750",412331351,4,2,3,2,1,2,7,1,4,2,3,1,12,3,1,4,3,3,3,3,2,2,2,2
"751",414793306,4,2,3,1,1,2,1,5,2,1,4,1,6,3,1,4,3,3,3,3,2,1,2,2
"752",416153828,1,2,2,2,1,2,5,3,6,4,2,1,2,2,2,1,3,3,3,5,1,1,1,1
"753",417838346,2,1,4,2,1,2,1,1,7,5,1,2,10,1,1,1,2,3,3,2,1,1,1,1
"754",410914971,1,1,5,1,1,2,6,1,7,5,3,1,6,3,1,1,3,3,2,2,1,1,1,1
"755",412976088,1,1,3,2,1,2,8,5,1,1,2,2,7,2,1,4,3,5,5,5,2,1,1,1
"756",415573012,4,1,5,2,1,2,5,1,7,5,1,1,6,3,1,2,2,2,2,2,2,1,2,2
"757",418066430,2,1,4,2,1,2,5,1,2,3,3,1,9,2,1,4,3,2,3,2,2,2,2,2
"758",410934005,3,1,5,1,1,2,1,1,3,1,4,2,10,2,1,4,5,3,3,2,1,2,1,1
"759",418063132,4,1,6,2,1,2,5,1,5,4,3,1,13,3,1,1,2,2,2,2,1,2,2,1
"760",410938271,4,1,5,2,1,2,1,4,6,4,2,1,16,3,1,2,3,3,3,3,2,2,2,1
"761",413570300,3,2,3,1,1,2,1,1,7,5,1,2,8,3,1,2,2,2,2,2,1,1,2,1
"762",412307617,4,2,3,1,1,2,5,1,1,2,2,1,8,2,2,4,3,3,3,3,2,2,2,1
"763",412815335,2,2,1,2,1,2,6,5,1,2,2,2,2,3,2,4,5,2,5,2,1,1,1,2
"764",411494468,3,1,3,2,7,2,1,1,7,5,2,1,12,3,1,1,3,2,2,2,1,1,2,1
"765",412324156,2,1,2,2,1,2,5,1,2,3,2,3,10,2,2,2,3,3,3,5,2,1,1,1
"766",412282924,3,2,5,1,2,2,1,5,2,3,3,3,3,2,2,3,2,2,3,3,2,1,1,2
"767",415591173,4,1,6,2,1,2,1,5,2,3,3,2,9,1,1,3,3,3,3,3,2,1,1,2
"768",412524043,4,2,1,2,3,2,1,5,2,3,2,2,2,3,2,3,1,1,1,1,1,1,2,2
"769",415171063,4,2,4,1,3,2,1,1,1,4,2,3,3,3,2,4,2,2,5,5,1,1,1,1
"770",412312551,3,1,6,1,1,2,1,5,3,3,3,1,3,1,1,4,2,5,5,5,1,1,2,1
"771",416914516,4,1,5,2,1,2,1,5,1,2,4,2,5,3,2,3,5,3,3,5,2,2,2,1
"772",414190559,3,2,3,2,1,2,6,5,5,4,2,2,10,3,2,1,5,5,5,5,1,1,2,1
"773",413715710,3,2,5,1,1,2,1,1,1,1,4,1,9,2,1,4,2,2,2,2,2,2,2,1
"774",411872051,3,1,5,2,1,2,5,2,6,4,1,1,10,2,1,1,2,2,2,2,1,1,1,1
"775",413913364,3,2,5,1,2,2,2,6,3,2,4,1,6,2,2,4,3,3,2,2,2,2,2,1
"776",412047621,3,2,2,2,1,2,5,1,7,5,3,1,2,3,2,1,2,2,2,2,2,1,2,1
"777",412349016,3,2,3,2,1,2,1,5,7,5,1,1,4,3,2,1,2,3,5,5,1,1,1,1
"778",414671712,4,2,3,1,3,2,7,1,2,2,4,2,4,3,1,3,3,2,5,5,1,1,1,2
"779",415630186,3,1,5,2,1,2,5,1,1,2,4,1,9,3,1,4,2,3,3,2,2,1,1,1
